code,period,midpoint,basin,SEC
201508-202008,2015/08 - 2020/08,2018.1608,8,0.009515982121229172
201508-202008,2015/08 - 2020/08,2018.1608,9,-0.3232738971710205
201508-202008,2015/08 - 2020/08,2018.1608,10,0.02729339338839054
201508-202008,2015/08 - 2020/08,2018.1608,11,0.06302860379219055
201508-202008,2015/08 - 2020/08,2018.1608,12,-0.040963064879179
201508-202008,2015/08 - 2020/08,2018.1608,13,0.0024864189326763153
201508-202008,2015/08 - 2020/08,2018.1608,14,0.0747474804520607
201508-202008,2015/08 - 2020/08,2018.1608,15,-0.010805920697748661
201508-202008,2015/08 - 2020/08,2018.1608,16,0.08042273670434952
201508-202008,2015/08 - 2020/08,2018.1608,17,-0.031522877514362335
201508-202008,2015/08 - 2020/08,2018.1608,18,0.021202512085437775
201508-202008,2015/08 - 2020/08,2018.1608,all,-0.0055968245
201509-202009,2015/09 - 2020/09,2018.2456,0,-0.07785692811012268
201509-202009,2015/09 - 2020/09,2018.2456,1,-0.10483185946941376
201509-202009,2015/09 - 2020/09,2018.2456,2,-0.3096048831939697
201509-202009,2015/09 - 2020/09,2018.2456,3,0.0212794691324234
201509-202009,2015/09 - 2020/09,2018.2456,4,0.038386788219213486
201509-202009,2015/09 - 2020/09,2018.2456,5,-0.0461181178689003
201509-202009,2015/09 - 2020/09,2018.2456,6,-0.00018222496146336198
201509-202009,2015/09 - 2020/09,2018.2456,7,0.035881612449884415
201509-202009,2015/09 - 2020/09,2018.2456,8,0.009468359872698784
201509-202009,2015/09 - 2020/09,2018.2456,9,-0.314197301864624
201509-202009,2015/09 - 2020/09,2018.2456,10,0.026163099333643913
201509-202009,2015/09 - 2020/09,2018.2456,11,0.06880024075508118
201509-202009,2015/09 - 2020/09,2018.2456,12,-0.0421503484249115
201509-202009,2015/09 - 2020/09,2018.2456,13,0.009136002510786057
201509-202009,2015/09 - 2020/09,2018.2456,14,0.07428620010614395
201509-202009,2015/09 - 2020/09,2018.2456,15,0.008080637082457542
201509-202009,2015/09 - 2020/09,2018.2456,16,0.03980822116136551
201509-202009,2015/09 - 2020/09,2018.2456,17,-0.06572023779153824
201509-202009,2015/09 - 2020/09,2018.2456,18,0.02628128044307232
201509-202009,2015/09 - 2020/09,2018.2456,all,-0.0049938536
201510-202010,2015/10 - 2020/10,2018.3276,0,-0.07785692811012268
201510-202010,2015/10 - 2020/10,2018.3276,1,-0.10483185946941376
201510-202010,2015/10 - 2020/10,2018.3276,2,-0.3096048831939697
201510-202010,2015/10 - 2020/10,2018.3276,3,0.0212794691324234
201510-202010,2015/10 - 2020/10,2018.3276,4,0.038386788219213486
201510-202010,2015/10 - 2020/10,2018.3276,5,-0.0461181178689003
201510-202010,2015/10 - 2020/10,2018.3276,6,-0.00018222496146336198
201510-202010,2015/10 - 2020/10,2018.3276,7,0.035881612449884415
201510-202010,2015/10 - 2020/10,2018.3276,8,0.009468359872698784
201510-202010,2015/10 - 2020/10,2018.3276,9,-0.314197301864624
201510-202010,2015/10 - 2020/10,2018.3276,10,0.026163099333643913
201510-202010,2015/10 - 2020/10,2018.3276,11,0.06880024075508118
201510-202010,2015/10 - 2020/10,2018.3276,12,-0.0421503484249115
201510-202010,2015/10 - 2020/10,2018.3276,13,0.009136002510786057
201510-202010,2015/10 - 2020/10,2018.3276,14,0.07428620010614395
201510-202010,2015/10 - 2020/10,2018.3276,15,0.008080637082457542
201510-202010,2015/10 - 2020/10,2018.3276,16,0.03980822116136551
201510-202010,2015/10 - 2020/10,2018.3276,17,-0.06572023779153824
201510-202010,2015/10 - 2020/10,2018.3276,18,0.02628128044307232
201510-202010,2015/10 - 2020/10,2018.3276,all,-0.0049938536
201511-202011,2015/11 - 2020/11,2018.4125,0,-0.07785692811012268
201511-202011,2015/11 - 2020/11,2018.4125,1,-0.10483185946941376
201511-202011,2015/11 - 2020/11,2018.4125,2,-0.3096048831939697
201511-202011,2015/11 - 2020/11,2018.4125,3,0.0212794691324234
201511-202011,2015/11 - 2020/11,2018.4125,4,0.038386788219213486
201511-202011,2015/11 - 2020/11,2018.4125,5,-0.0461181178689003
201511-202011,2015/11 - 2020/11,2018.4125,6,-0.00018222496146336198
201511-202011,2015/11 - 2020/11,2018.4125,7,0.035881612449884415
201511-202011,2015/11 - 2020/11,2018.4125,8,0.009468359872698784
201511-202011,2015/11 - 2020/11,2018.4125,9,-0.314197301864624
201511-202011,2015/11 - 2020/11,2018.4125,10,0.026163099333643913
201511-202011,2015/11 - 2020/11,2018.4125,11,0.06880024075508118
201511-202011,2015/11 - 2020/11,2018.4125,12,-0.0421503484249115
201511-202011,2015/11 - 2020/11,2018.4125,13,0.009136002510786057
201511-202011,2015/11 - 2020/11,2018.4125,14,0.07428620010614395
201511-202011,2015/11 - 2020/11,2018.4125,15,0.008080637082457542
201511-202011,2015/11 - 2020/11,2018.4125,16,0.03980822116136551
201511-202011,2015/11 - 2020/11,2018.4125,17,-0.06572023779153824
201511-202011,2015/11 - 2020/11,2018.4125,18,0.02628128044307232
201511-202011,2015/11 - 2020/11,2018.4125,all,-0.0049938536
201512-202012,2015/12 - 2020/12,2018.4945,0,-0.07785692811012268
201512-202012,2015/12 - 2020/12,2018.4945,1,-0.10483185946941376
201512-202012,2015/12 - 2020/12,2018.4945,2,-0.3096048831939697
201512-202012,2015/12 - 2020/12,2018.4945,3,0.0212794691324234
201512-202012,2015/12 - 2020/12,2018.4945,4,0.038386788219213486
201512-202012,2015/12 - 2020/12,2018.4945,5,-0.0461181178689003
201512-202012,2015/12 - 2020/12,2018.4945,6,-0.00018222496146336198
201512-202012,2015/12 - 2020/12,2018.4945,7,0.035881612449884415
201512-202012,2015/12 - 2020/12,2018.4945,8,0.009468359872698784
201512-202012,2015/12 - 2020/12,2018.4945,9,-0.314197301864624
201512-202012,2015/12 - 2020/12,2018.4945,10,0.026163099333643913
201512-202012,2015/12 - 2020/12,2018.4945,11,0.06880024075508118
201512-202012,2015/12 - 2020/12,2018.4945,12,-0.0421503484249115
201512-202012,2015/12 - 2020/12,2018.4945,13,0.009136002510786057
201512-202012,2015/12 - 2020/12,2018.4945,14,0.07428620010614395
201512-202012,2015/12 - 2020/12,2018.4945,15,0.008080637082457542
201512-202012,2015/12 - 2020/12,2018.4945,16,0.03980822116136551
201512-202012,2015/12 - 2020/12,2018.4945,17,-0.06572023779153824
201512-202012,2015/12 - 2020/12,2018.4945,18,0.02628128044307232
201512-202012,2015/12 - 2020/12,2018.4945,all,-0.0049938536
201601-202101,2016/01 - 2021/01,2018.5793,0,-0.07785692811012268
201601-202101,2016/01 - 2021/01,2018.5793,1,-0.10483185946941376
201601-202101,2016/01 - 2021/01,2018.5793,2,-0.3096048831939697
201601-202101,2016/01 - 2021/01,2018.5793,3,0.0212794691324234
201601-202101,2016/01 - 2021/01,2018.5793,4,0.038386788219213486
201601-202101,2016/01 - 2021/01,2018.5793,5,-0.0461181178689003
201601-202101,2016/01 - 2021/01,2018.5793,6,-0.00018222496146336198
201601-202101,2016/01 - 2021/01,2018.5793,7,0.035881612449884415
201601-202101,2016/01 - 2021/01,2018.5793,8,0.009468359872698784
201601-202101,2016/01 - 2021/01,2018.5793,9,-0.314197301864624
201601-202101,2016/01 - 2021/01,2018.5793,10,0.026163099333643913
201601-202101,2016/01 - 2021/01,2018.5793,11,0.06880024075508118
201601-202101,2016/01 - 2021/01,2018.5793,12,-0.0421503484249115
201601-202101,2016/01 - 2021/01,2018.5793,13,0.009136002510786057
201601-202101,2016/01 - 2021/01,2018.5793,14,0.07428620010614395
201601-202101,2016/01 - 2021/01,2018.5793,15,0.008080637082457542
201601-202101,2016/01 - 2021/01,2018.5793,16,0.03980822116136551
201601-202101,2016/01 - 2021/01,2018.5793,17,-0.06572023779153824
201601-202101,2016/01 - 2021/01,2018.5793,18,0.02628128044307232
201601-202101,2016/01 - 2021/01,2018.5793,all,-0.0049938536
201602-202102,2016/02 - 2021/02,2018.6602,0,-0.08632819354534149
201602-202102,2016/02 - 2021/02,2018.6602,1,-0.10514499992132187
201602-202102,2016/02 - 2021/02,2018.6602,2,-0.30124539136886597
201602-202102,2016/02 - 2021/02,2018.6602,3,0.0169034656137228
201602-202102,2016/02 - 2021/02,2018.6602,4,0.02957518771290779
201602-202102,2016/02 - 2021/02,2018.6602,5,-0.0549759566783905
201602-202102,2016/02 - 2021/02,2018.6602,6,-0.0016956351464614272
201602-202102,2016/02 - 2021/02,2018.6602,7,0.027423856779932976
201602-202102,2016/02 - 2021/02,2018.6602,8,0.007959998212754726
201602-202102,2016/02 - 2021/02,2018.6602,9,-0.309149831533432
201602-202102,2016/02 - 2021/02,2018.6602,10,0.018207238987088203
201602-202102,2016/02 - 2021/02,2018.6602,11,0.06166689097881317
201602-202102,2016/02 - 2021/02,2018.6602,12,-0.04058495908975601
201602-202102,2016/02 - 2021/02,2018.6602,13,-0.001046556863002479
201602-202102,2016/02 - 2021/02,2018.6602,14,0.07655491679906845
201602-202102,2016/02 - 2021/02,2018.6602,15,-0.008216727524995804
201602-202102,2016/02 - 2021/02,2018.6602,16,-0.020893434062600136
201602-202102,2016/02 - 2021/02,2018.6602,17,-0.09018519520759583
201602-202102,2016/02 - 2021/02,2018.6602,18,0.016155356541275978
201602-202102,2016/02 - 2021/02,2018.6602,all,-0.009664784
201603-202103,2016/03 - 2021/03,2018.7422,0,-0.08632819354534149
201603-202103,2016/03 - 2021/03,2018.7422,1,-0.10514499992132187
201603-202103,2016/03 - 2021/03,2018.7422,2,-0.30124539136886597
201603-202103,2016/03 - 2021/03,2018.7422,3,0.0169034656137228
201603-202103,2016/03 - 2021/03,2018.7422,4,0.02957518771290779
201603-202103,2016/03 - 2021/03,2018.7422,5,-0.0549759566783905
201603-202103,2016/03 - 2021/03,2018.7422,6,-0.0016956351464614272
201603-202103,2016/03 - 2021/03,2018.7422,7,0.027423856779932976
201603-202103,2016/03 - 2021/03,2018.7422,8,0.007959998212754726
201603-202103,2016/03 - 2021/03,2018.7422,9,-0.309149831533432
201603-202103,2016/03 - 2021/03,2018.7422,10,0.018207238987088203
201603-202103,2016/03 - 2021/03,2018.7422,11,0.06166689097881317
201603-202103,2016/03 - 2021/03,2018.7422,12,-0.04058495908975601
201603-202103,2016/03 - 2021/03,2018.7422,13,-0.001046556863002479
201603-202103,2016/03 - 2021/03,2018.7422,14,0.07655491679906845
201603-202103,2016/03 - 2021/03,2018.7422,15,-0.008216727524995804
201603-202103,2016/03 - 2021/03,2018.7422,16,-0.020893434062600136
201603-202103,2016/03 - 2021/03,2018.7422,17,-0.09018519520759583
201603-202103,2016/03 - 2021/03,2018.7422,18,0.016155356541275978
201603-202103,2016/03 - 2021/03,2018.7422,all,-0.009664784
201604-202104,2016/04 - 2021/04,2018.8269,0,-0.08632819354534149
201604-202104,2016/04 - 2021/04,2018.8269,1,-0.10514499992132187
201604-202104,2016/04 - 2021/04,2018.8269,2,-0.30124539136886597
201604-202104,2016/04 - 2021/04,2018.8269,3,0.0169034656137228
201604-202104,2016/04 - 2021/04,2018.8269,4,0.02957518771290779
201604-202104,2016/04 - 2021/04,2018.8269,5,-0.0549759566783905
201604-202104,2016/04 - 2021/04,2018.8269,6,-0.0016956351464614272
201604-202104,2016/04 - 2021/04,2018.8269,7,0.027423856779932976
201604-202104,2016/04 - 2021/04,2018.8269,8,0.007959998212754726
201604-202104,2016/04 - 2021/04,2018.8269,9,-0.309149831533432
201604-202104,2016/04 - 2021/04,2018.8269,10,0.018207238987088203
201604-202104,2016/04 - 2021/04,2018.8269,11,0.06166689097881317
201604-202104,2016/04 - 2021/04,2018.8269,12,-0.04058495908975601
201604-202104,2016/04 - 2021/04,2018.8269,13,-0.001046556863002479
201604-202104,2016/04 - 2021/04,2018.8269,14,0.07655491679906845
201604-202104,2016/04 - 2021/04,2018.8269,15,-0.008216727524995804
201604-202104,2016/04 - 2021/04,2018.8269,16,-0.020893434062600136
201604-202104,2016/04 - 2021/04,2018.8269,17,-0.09018519520759583
201604-202104,2016/04 - 2021/04,2018.8269,18,0.016155356541275978
201604-202104,2016/04 - 2021/04,2018.8269,all,-0.009664784
201605-202105,2016/05 - 2021/05,2018.9089,0,-0.08632819354534149
201605-202105,2016/05 - 2021/05,2018.9089,1,-0.10514499992132187
201605-202105,2016/05 - 2021/05,2018.9089,2,-0.30124539136886597
201605-202105,2016/05 - 2021/05,2018.9089,3,0.0169034656137228
201605-202105,2016/05 - 2021/05,2018.9089,4,0.02957518771290779
201605-202105,2016/05 - 2021/05,2018.9089,5,-0.0549759566783905
201605-202105,2016/05 - 2021/05,2018.9089,6,-0.0016956351464614272
201605-202105,2016/05 - 2021/05,2018.9089,7,0.027423856779932976
201605-202105,2016/05 - 2021/05,2018.9089,8,0.007959998212754726
201605-202105,2016/05 - 2021/05,2018.9089,9,-0.309149831533432
201605-202105,2016/05 - 2021/05,2018.9089,10,0.018207238987088203
201605-202105,2016/05 - 2021/05,2018.9089,11,0.06166689097881317
201605-202105,2016/05 - 2021/05,2018.9089,12,-0.04058495908975601
201605-202105,2016/05 - 2021/05,2018.9089,13,-0.001046556863002479
201605-202105,2016/05 - 2021/05,2018.9089,14,0.07655491679906845
201605-202105,2016/05 - 2021/05,2018.9089,15,-0.008216727524995804
201605-202105,2016/05 - 2021/05,2018.9089,16,-0.020893434062600136
201605-202105,2016/05 - 2021/05,2018.9089,17,-0.09018519520759583
201605-202105,2016/05 - 2021/05,2018.9089,18,0.016155356541275978
201605-202105,2016/05 - 2021/05,2018.9089,all,-0.009664784
201606-202106,2016/06 - 2021/06,2018.9939,0,-0.07747866958379745
201606-202106,2016/06 - 2021/06,2018.9939,1,-0.09341370314359665
201606-202106,2016/06 - 2021/06,2018.9939,2,-0.3008240759372711
201606-202106,2016/06 - 2021/06,2018.9939,3,0.013646316714584827
201606-202106,2016/06 - 2021/06,2018.9939,4,0.021577363833785057
201606-202106,2016/06 - 2021/06,2018.9939,5,-0.05859965458512306
201606-202106,2016/06 - 2021/06,2018.9939,6,0.0036659548059105873
201606-202106,2016/06 - 2021/06,2018.9939,7,0.025876527652144432
201606-202106,2016/06 - 2021/06,2018.9939,8,0.009398621506989002
201606-202106,2016/06 - 2021/06,2018.9939,9,-0.30897608399391174
201606-202106,2016/06 - 2021/06,2018.9939,10,0.016965435817837715
201606-202106,2016/06 - 2021/06,2018.9939,11,0.059048041701316833
201606-202106,2016/06 - 2021/06,2018.9939,12,-0.03314562141895294
201606-202106,2016/06 - 2021/06,2018.9939,13,0.0038555117789655924
201606-202106,2016/06 - 2021/06,2018.9939,14,0.07475597411394119
201606-202106,2016/06 - 2021/06,2018.9939,15,-0.0009492096723988652
201606-202106,2016/06 - 2021/06,2018.9939,16,-0.012851768173277378
201606-202106,2016/06 - 2021/06,2018.9939,17,-0.07423193007707596
201606-202106,2016/06 - 2021/06,2018.9939,18,0.014825031161308289
201606-202106,2016/06 - 2021/06,2018.9939,all,-0.0096576605
201607-202107,2016/07 - 2021/07,2019.0759,0,-0.07747866958379745
201607-202107,2016/07 - 2021/07,2019.0759,1,-0.09341370314359665
201607-202107,2016/07 - 2021/07,2019.0759,2,-0.3008240759372711
201607-202107,2016/07 - 2021/07,2019.0759,3,0.013646316714584827
201607-202107,2016/07 - 2021/07,2019.0759,4,0.021577363833785057
201607-202107,2016/07 - 2021/07,2019.0759,5,-0.05859965458512306
201607-202107,2016/07 - 2021/07,2019.0759,6,0.0036659548059105873
201607-202107,2016/07 - 2021/07,2019.0759,7,0.025876527652144432
201607-202107,2016/07 - 2021/07,2019.0759,8,0.009398621506989002
201607-202107,2016/07 - 2021/07,2019.0759,9,-0.30897608399391174
201607-202107,2016/07 - 2021/07,2019.0759,10,0.016965435817837715
201607-202107,2016/07 - 2021/07,2019.0759,11,0.059048041701316833
201607-202107,2016/07 - 2021/07,2019.0759,12,-0.03314562141895294
201607-202107,2016/07 - 2021/07,2019.0759,13,0.0038555117789655924
201607-202107,2016/07 - 2021/07,2019.0759,14,0.07475597411394119
201607-202107,2016/07 - 2021/07,2019.0759,15,-0.0009492096723988652
201607-202107,2016/07 - 2021/07,2019.0759,16,-0.012851768173277378
201607-202107,2016/07 - 2021/07,2019.0759,17,-0.07423193007707596
201607-202107,2016/07 - 2021/07,2019.0759,18,0.014825031161308289
201607-202107,2016/07 - 2021/07,2019.0759,all,-0.0096576605
201608-202108,2016/08 - 2021/08,2019.1608,0,-0.07747866958379745
201608-202108,2016/08 - 2021/08,2019.1608,1,-0.09341370314359665
201608-202108,2016/08 - 2021/08,2019.1608,2,-0.3008240759372711
201608-202108,2016/08 - 2021/08,2019.1608,3,0.013646316714584827
201608-202108,2016/08 - 2021/08,2019.1608,4,0.021577363833785057
201608-202108,2016/08 - 2021/08,2019.1608,5,-0.05859965458512306
201608-202108,2016/08 - 2021/08,2019.1608,6,0.0036659548059105873
201608-202108,2016/08 - 2021/08,2019.1608,7,0.025876527652144432
201608-202108,2016/08 - 2021/08,2019.1608,8,0.009398621506989002
201608-202108,2016/08 - 2021/08,2019.1608,9,-0.30897608399391174
201608-202108,2016/08 - 2021/08,2019.1608,10,0.016965435817837715
201608-202108,2016/08 - 2021/08,2019.1608,11,0.059048041701316833
201608-202108,2016/08 - 2021/08,2019.1608,12,-0.03314562141895294
201608-202108,2016/08 - 2021/08,2019.1608,13,0.0038555117789655924
201608-202108,2016/08 - 2021/08,2019.1608,14,0.07475597411394119
201608-202108,2016/08 - 2021/08,2019.1608,15,-0.0009492096723988652
201608-202108,2016/08 - 2021/08,2019.1608,16,-0.012851768173277378
201608-202108,2016/08 - 2021/08,2019.1608,17,-0.07423193007707596
201608-202108,2016/08 - 2021/08,2019.1608,18,0.014825031161308289
201608-202108,2016/08 - 2021/08,2019.1608,all,-0.0096576605
201609-202109,2016/09 - 2021/09,2019.2456,0,-0.07747866958379745
201609-202109,2016/09 - 2021/09,2019.2456,1,-0.09341370314359665
201609-202109,2016/09 - 2021/09,2019.2456,2,-0.3008240759372711
201609-202109,2016/09 - 2021/09,2019.2456,3,0.013646316714584827
201609-202109,2016/09 - 2021/09,2019.2456,4,0.021577363833785057
201609-202109,2016/09 - 2021/09,2019.2456,5,-0.05859965458512306
201609-202109,2016/09 - 2021/09,2019.2456,6,0.0036659548059105873
201609-202109,2016/09 - 2021/09,2019.2456,7,0.025876527652144432
201609-202109,2016/09 - 2021/09,2019.2456,8,0.009398621506989002
201609-202109,2016/09 - 2021/09,2019.2456,9,-0.30897608399391174
201609-202109,2016/09 - 2021/09,2019.2456,10,0.016965435817837715
201609-202109,2016/09 - 2021/09,2019.2456,11,0.059048041701316833
201609-202109,2016/09 - 2021/09,2019.2456,12,-0.03314562141895294
201609-202109,2016/09 - 2021/09,2019.2456,13,0.0038555117789655924
201609-202109,2016/09 - 2021/09,2019.2456,14,0.07475597411394119
201609-202109,2016/09 - 2021/09,2019.2456,15,-0.0009492096723988652
201609-202109,2016/09 - 2021/09,2019.2456,16,-0.012851768173277378
201609-202109,2016/09 - 2021/09,2019.2456,17,-0.07423193007707596
201609-202109,2016/09 - 2021/09,2019.2456,18,0.014825031161308289
201609-202109,2016/09 - 2021/09,2019.2456,all,-0.0096576605
201610-202110,2016/10 - 2021/10,2019.3276,0,-0.07747866958379745
201610-202110,2016/10 - 2021/10,2019.3276,1,-0.09341370314359665
201610-202110,2016/10 - 2021/10,2019.3276,2,-0.3008240759372711
201610-202110,2016/10 - 2021/10,2019.3276,3,0.013646316714584827
201610-202110,2016/10 - 2021/10,2019.3276,4,0.021577363833785057
201610-202110,2016/10 - 2021/10,2019.3276,5,-0.05859965458512306
201610-202110,2016/10 - 2021/10,2019.3276,6,0.0036659548059105873
201610-202110,2016/10 - 2021/10,2019.3276,7,0.025876527652144432
201610-202110,2016/10 - 2021/10,2019.3276,8,0.009398621506989002
201610-202110,2016/10 - 2021/10,2019.3276,9,-0.30897608399391174
201610-202110,2016/10 - 2021/10,2019.3276,10,0.016965435817837715
201610-202110,2016/10 - 2021/10,2019.3276,11,0.059048041701316833
201610-202110,2016/10 - 2021/10,2019.3276,12,-0.03314562141895294
201610-202110,2016/10 - 2021/10,2019.3276,13,0.0038555117789655924
201610-202110,2016/10 - 2021/10,2019.3276,14,0.07475597411394119
201610-202110,2016/10 - 2021/10,2019.3276,15,-0.0009492096723988652
201610-202110,2016/10 - 2021/10,2019.3276,16,-0.012851768173277378
201610-202110,2016/10 - 2021/10,2019.3276,17,-0.07423193007707596
201610-202110,2016/10 - 2021/10,2019.3276,18,0.014825031161308289
201610-202110,2016/10 - 2021/10,2019.3276,all,-0.0096576605
201611-202111,2016/11 - 2021/11,2019.4125,0,-0.07770083099603653
201611-202111,2016/11 - 2021/11,2019.4125,1,-0.0753725916147232
201611-202111,2016/11 - 2021/11,2019.4125,2,-0.3025915324687958
201611-202111,2016/11 - 2021/11,2019.4125,3,0.008673337288200855
201611-202111,2016/11 - 2021/11,2019.4125,4,0.014866994693875313
201611-202111,2016/11 - 2021/11,2019.4125,5,-0.05717120319604874
201611-202111,2016/11 - 2021/11,2019.4125,6,0.0074556744657456875
201611-202111,2016/11 - 2021/11,2019.4125,7,0.02513088285923004
201611-202111,2016/11 - 2021/11,2019.4125,8,0.008424928411841393
201611-202111,2016/11 - 2021/11,2019.4125,9,-0.3041383624076843
201611-202111,2016/11 - 2021/11,2019.4125,10,0.010263423435389996
201611-202111,2016/11 - 2021/11,2019.4125,11,0.05619283393025398
201611-202111,2016/11 - 2021/11,2019.4125,12,-0.022378230467438698
201611-202111,2016/11 - 2021/11,2019.4125,13,0.009041703306138515
201611-202111,2016/11 - 2021/11,2019.4125,14,0.07672806829214096
201611-202111,2016/11 - 2021/11,2019.4125,15,-0.007528997492045164
201611-202111,2016/11 - 2021/11,2019.4125,16,0.014398850500583649
201611-202111,2016/11 - 2021/11,2019.4125,17,-0.04042600095272064
201611-202111,2016/11 - 2021/11,2019.4125,18,0.014963577501475811
201611-202111,2016/11 - 2021/11,2019.4125,all,-0.009133014
201612-202112,2016/12 - 2021/12,2019.4945,0,-0.07770083099603653
201612-202112,2016/12 - 2021/12,2019.4945,1,-0.0753725916147232
201612-202112,2016/12 - 2021/12,2019.4945,2,-0.3025915324687958
201612-202112,2016/12 - 2021/12,2019.4945,3,0.008673337288200855
201612-202112,2016/12 - 2021/12,2019.4945,4,0.014866994693875313
201612-202112,2016/12 - 2021/12,2019.4945,5,-0.05717120319604874
201612-202112,2016/12 - 2021/12,2019.4945,6,0.0074556744657456875
201612-202112,2016/12 - 2021/12,2019.4945,7,0.02513088285923004
201612-202112,2016/12 - 2021/12,2019.4945,8,0.008424928411841393
201612-202112,2016/12 - 2021/12,2019.4945,9,-0.3041383624076843
201612-202112,2016/12 - 2021/12,2019.4945,10,0.010263423435389996
201612-202112,2016/12 - 2021/12,2019.4945,11,0.05619283393025398
201612-202112,2016/12 - 2021/12,2019.4945,12,-0.022378230467438698
201612-202112,2016/12 - 2021/12,2019.4945,13,0.009041703306138515
201612-202112,2016/12 - 2021/12,2019.4945,14,0.07672806829214096
201612-202112,2016/12 - 2021/12,2019.4945,15,-0.007528997492045164
201612-202112,2016/12 - 2021/12,2019.4945,16,0.014398850500583649
201612-202112,2016/12 - 2021/12,2019.4945,17,-0.04042600095272064
201612-202112,2016/12 - 2021/12,2019.4945,18,0.014963577501475811
201612-202112,2016/12 - 2021/12,2019.4945,all,-0.009133014
201701-202201,2017/01 - 2022/01,2019.5795,0,-0.07770083099603653
201701-202201,2017/01 - 2022/01,2019.5795,1,-0.0753725916147232
201701-202201,2017/01 - 2022/01,2019.5795,2,-0.3025915324687958
201701-202201,2017/01 - 2022/01,2019.5795,3,0.008673337288200855
201701-202201,2017/01 - 2022/01,2019.5795,4,0.014866994693875313
201701-202201,2017/01 - 2022/01,2019.5795,5,-0.05717120319604874
201701-202201,2017/01 - 2022/01,2019.5795,6,0.0074556744657456875
201701-202201,2017/01 - 2022/01,2019.5795,7,0.02513088285923004
201701-202201,2017/01 - 2022/01,2019.5795,8,0.008424928411841393
201701-202201,2017/01 - 2022/01,2019.5795,9,-0.3041383624076843
201701-202201,2017/01 - 2022/01,2019.5795,10,0.010263423435389996
201701-202201,2017/01 - 2022/01,2019.5795,11,0.05619283393025398
201701-202201,2017/01 - 2022/01,2019.5795,12,-0.022378230467438698
201701-202201,2017/01 - 2022/01,2019.5795,13,0.009041703306138515
201701-202201,2017/01 - 2022/01,2019.5795,14,0.07672806829214096
201701-202201,2017/01 - 2022/01,2019.5795,15,-0.007528997492045164
201701-202201,2017/01 - 2022/01,2019.5795,16,0.014398850500583649
201701-202201,2017/01 - 2022/01,2019.5795,17,-0.04042600095272064
201701-202201,2017/01 - 2022/01,2019.5795,18,0.014963577501475811
201701-202201,2017/01 - 2022/01,2019.5795,all,-0.009133014
201702-202202,2017/02 - 2022/02,2019.6589,0,-0.07770083099603653
201702-202202,2017/02 - 2022/02,2019.6589,1,-0.0753725916147232
201702-202202,2017/02 - 2022/02,2019.6589,2,-0.3025915324687958
201702-202202,2017/02 - 2022/02,2019.6589,3,0.008673337288200855
201702-202202,2017/02 - 2022/02,2019.6589,4,0.014866994693875313
201702-202202,2017/02 - 2022/02,2019.6589,5,-0.05717120319604874
201702-202202,2017/02 - 2022/02,2019.6589,6,0.0074556744657456875
201702-202202,2017/02 - 2022/02,2019.6589,7,0.02513088285923004
201702-202202,2017/02 - 2022/02,2019.6589,8,0.008424928411841393
201702-202202,2017/02 - 2022/02,2019.6589,9,-0.3041383624076843
201702-202202,2017/02 - 2022/02,2019.6589,10,0.010263423435389996
201702-202202,2017/02 - 2022/02,2019.6589,11,0.05619283393025398
201702-202202,2017/02 - 2022/02,2019.6589,12,-0.022378230467438698
201702-202202,2017/02 - 2022/02,2019.6589,13,0.009041703306138515
201702-202202,2017/02 - 2022/02,2019.6589,14,0.07672806829214096
201702-202202,2017/02 - 2022/02,2019.6589,15,-0.007528997492045164
201702-202202,2017/02 - 2022/02,2019.6589,16,0.014398850500583649
201702-202202,2017/02 - 2022/02,2019.6589,17,-0.04042600095272064
201702-202202,2017/02 - 2022/02,2019.6589,18,0.014963577501475811
201702-202202,2017/02 - 2022/02,2019.6589,all,-0.009133014
201703-202203,2017/03 - 2022/03,2019.7411,0,-0.08972348272800446
201703-202203,2017/03 - 2022/03,2019.7411,1,-0.06598779559135437
201703-202203,2017/03 - 2022/03,2019.7411,2,-0.3183842897415161
201703-202203,2017/03 - 2022/03,2019.7411,3,0.007227758876979351
201703-202203,2017/03 - 2022/03,2019.7411,4,0.013182512484490871
201703-202203,2017/03 - 2022/03,2019.7411,5,-0.051207173615694046
201703-202203,2017/03 - 2022/03,2019.7411,6,0.007269433233886957
201703-202203,2017/03 - 2022/03,2019.7411,7,0.028935275971889496
201703-202203,2017/03 - 2022/03,2019.7411,8,0.006178006529808044
201703-202203,2017/03 - 2022/03,2019.7411,9,-0.3104179799556732
201703-202203,2017/03 - 2022/03,2019.7411,10,0.00797286443412304
201703-202203,2017/03 - 2022/03,2019.7411,11,0.05038956552743912
201703-202203,2017/03 - 2022/03,2019.7411,12,-0.014755346812307835
201703-202203,2017/03 - 2022/03,2019.7411,13,0.015505343675613403
201703-202203,2017/03 - 2022/03,2019.7411,14,0.07511255890130997
201703-202203,2017/03 - 2022/03,2019.7411,15,-0.008450235240161419
201703-202203,2017/03 - 2022/03,2019.7411,16,0.013514946214854717
201703-202203,2017/03 - 2022/03,2019.7411,17,-0.02042810060083866
201703-202203,2017/03 - 2022/03,2019.7411,18,0.010379097424447536
201703-202203,2017/03 - 2022/03,2019.7411,all,-0.009226016
201704-202204,2017/04 - 2022/04,2019.826,0,-0.09467863291501999
201704-202204,2017/04 - 2022/04,2019.826,1,-0.04637087136507034
